generation,best_fitness,avg_fitness
0,0.12758333333333333,0.0991801851851852
1,0.1282222222222222,0.09905444444444444
2,0.12827777777777777,0.09916444444444444
3,0.12763888888888889,0.0993237037037037
4,0.18888888888888888,0.10055703703703704
5,0.18741666666666668,0.10015962962962963
6,0.19055555555555556,0.10034722222222223
7,0.1917222222222222,0.10010037037037037
8,0.18988888888888888,0.09969777777777779
9,0.18966666666666668,0.10095444444444444
10,0.18825,0.10136870370370371
11,0.18933333333333333,0.10174888888888889
12,0.1915,0.10287296296296297
13,0.1933888888888889,0.0981435185185185
14,0.19088888888888889,0.09820648148148148
15,0.19066666666666668,0.10323769574944072
16,0.19983333333333334,0.10092512877115525
17,0.19825,0.10245574074074075
18,0.19833333333333333,0.10290415746872701
19,0.2061388888888889,0.10680261221486387
20,0.2038611111111111,0.10824172185430464
21,0.24522222222222223,0.10603679175864604
22,0.2445277777777778,0.10661994113318618
23,0.24505555555555555,0.10629580573951433
24,0.24497222222222223,0.10841556291390726
25,0.24444444444444444,0.10112656364974247
26,0.24547222222222223,0.10691296296296296
27,0.243,0.10954028697571747
28,0.24505555555555555,0.10625537037037036
29,0.24322222222222223,0.10926826994780015
30,0.24641666666666667,0.10991219239373602
31,0.24797222222222223,0.10759395973154363
32,0.24733333333333332,0.1094103703703704
33,0.24741666666666667,0.10831972038263428
34,0.24883333333333332,0.10831058911260255
35,0.2453611111111111,0.1037979120059657
36,0.24525,0.10752833333333332
37,0.24661111111111111,0.10618773303504847
38,0.24805555555555556,0.10814981481481482
39,0.24836111111111112,0.10963557763061074
40,0.24630555555555556,0.10374925925925926
41,0.24633333333333332,0.1099811769005848
42,0.24583333333333332,0.1081233552631579
43,0.244,0.1111758646063282
44,0.2465,0.11042074074074072
45,0.24580555555555555,0.10967666666666664
46,0.2458611111111111,0.10417476085356879
47,0.24897222222222223,0.10496203703703703
48,0.24816666666666667,0.10711333333333334
49,0.24844444444444444,0.11269015659955256
50,0.24625,0.10407395143487859
51,0.24811111111111112,0.10736994113318615
52,0.24475,0.11035166666666664
53,0.24755555555555556,0.10225277777777776
54,0.24897222222222223,0.10801648148148146
55,0.24730555555555556,0.10596532438478747
56,0.24638888888888888,0.10822874720357942
57,0.24419444444444444,0.10830816554809843
58,0.24691666666666667,0.10676962962962963
59,0.24505555555555555,0.10261428038777032
60,0.24686111111111111,0.10264796296296297
61,0.24919444444444444,0.10511944444444446
62,0.24666666666666667,0.10232444444444447
63,0.24583333333333332,0.10814481481481479
64,0.24747222222222223,0.10432833333333333
65,0.24833333333333332,0.10504499999999999
66,0.24891666666666667,0.10468351851851852
67,0.25005555555555553,0.10318833333333334
68,0.24466666666666667,0.10017351851851851
69,0.24736111111111111,0.10384592592592592
70,0.24930555555555556,0.1039098148148148
71,0.24597222222222223,0.10267777777777778
72,0.24763888888888888,0.10268981481481482
73,0.24397222222222223,0.10241037037037039
74,0.24830555555555556,0.10451685185185185
75,0.24833333333333332,0.10182629629629629
76,0.24730555555555556,0.09988907407407407
77,0.2501111111111111,0.10080981481481481
78,0.24711111111111111,0.1053601851851852
79,0.24980555555555556,0.10132944444444442
80,0.24952777777777777,0.10390685185185183
81,0.24961111111111112,0.10375444444444447
82,0.2506111111111111,0.10500944444444445
83,0.25125,0.10535037037037039
84,0.24897222222222223,0.10270981481481482
85,0.25080555555555556,0.10445666666666667
86,0.2500277777777778,0.10396037037037036
87,0.24925,0.1013411111111111
88,0.24930555555555556,0.10144202087994034
89,0.24833333333333332,0.10573303504847129
90,0.2511388888888889,0.10902152317880794
91,0.24913888888888888,0.10065981481481481
92,0.24783333333333332,0.10493555555555555
93,0.24755555555555556,0.10552425925925926
94,0.2480277777777778,0.1047612962962963
95,0.2503888888888889,0.10442
96,0.2514722222222222,0.11048759259259258
97,0.25066666666666665,0.10426222222222223
98,0.2495,0.10408333333333333
99,0.24925,0.10524944071588367
